Satisfaction Score,Online Security,Contract,Senior Citizen,Number of Referrals,Dependents,Tenure in Months,Internet Service,Paperless Billing,Total Extra Data Charges,Payment Method,Referred a Friend,Streaming Music,Streaming Movies,Monthly Charge,Total Revenue,Device Protection Plan
5,0,0,0,0,0,5,1,1,0,1,0,1,1,50.95,229.4,0
5,0,2,1,0,0,4,0,0,0,1,0,0,0,20.05,259.37,0
3,1,1,0,0,0,51,1,0,0,1,0,0,0,59.9,3545.95,0
5,0,1,1,0,0,5,0,0,0,0,0,0,0,20.05,244.85,0
4,0,1,1,0,0,15,1,0,0,1,0,0,0,89.0,1267.6599999999999,0
2,0,0,0,0,0,42,1,1,0,0,0,1,1,101.75,5062.63,0
3,1,2,0,5,1,70,1,1,0,1,1,1,1,116.55,11006.2,1
4,1,1,0,8,0,68,1,1,0,0,1,1,1,54.4,3698.03,1
3,1,2,0,3,0,71,1,0,0,1,1,1,1,91.05,6968.25,1
5,0,1,0,7,0,15,0,0,0,1,1,0,0,20.55,815.4000000000001,0
4,0,0,0,7,0,28,1,0,0,1,1,1,1,89.9,3360.02,1
3,1,1,0,0,0,23,1,1,0,1,0,1,1,99.95,3257.37,1
3,1,2,0,10,1,72,1,1,0,1,1,1,1,53.8,3952.45,1
4,0,1,1,0,0,17,1,1,0,1,0,0,0,82.65,1488.07,1
2,0,0,0,0,0,1,1,1,0,0,0,0,0,49.95,93.44,0
1,0,0,0,0,0,25,1,1,0,0,0,1,1,95.9,2580.5,0
5,0,2,1,4,1,23,1,1,0,0,1,0,1,88.45,2177.2400000000002,1
5,0,1,0,1,1,57,0,0,0,1,1,0,0,19.4,3430.52,0
3,0,2,0,0,0,51,0,0,0,1,0,0,0,24.75,2156.17,0
3,0,2,0,7,0,72,1,1,0,0,1,1,1,75.4,8515.77,1
4,0,0,0,1,1,37,1,1,0,0,1,0,0,92.95,4854.18,1
3,1,2,0,2,0,71,1,0,0,1,1,1,1,80.4,7007.99,1
3,1,2,1,5,0,72,1,1,0,1,1,0,1,102.65,9602.3,1
5,0,2,1,0,0,26,1,1,0,0,0,1,1,66.05,1919.01,0
1,0,0,1,3,0,2,1,1,40,1,1,0,0,86.85,204.73,0
3,1,1,0,1,0,53,1,1,0,0,1,1,1,106.1,7364.52,1
3,0,0,0,0,0,10,0,0,0,0,0,0,0,20.0,579.3,0
5,0,0,1,8,0,58,1,1,0,0,1,1,1,100.4,8495.52,0
1,0,0,0,1,0,1,1,1,0,0,1,1,1,50.35,50.35,1
3,0,1,0,0,0,31,1,1,0,0,0,1,1,103.45,3353.8199999999997,1
3,1,2,1,0,0,57,1,0,0,0,0,1,1,93.75,5751.52,0
4,0,0,0,7,0,26,1,0,0,0,1,1,1,81.9,2325.67,1
5,0,2,1,4,0,44,0,1,0,1,1,0,0,19.35,930.41,0
5,0,2,0,8,0,65,1,1,0,0,1,1,1,84.2,8026.55,1
3,0,1,0,3,0,49,0,0,0,1,1,0,0,19.0,1562.0700000000002,0
4,0,2,0,10,1,50,0,0,0,1,1,0,0,20.55,1576.75,0
5,0,2,0,1,1,62,0,0,0,0,1,0,0,20.3,1445.5700000000002,0
3,1,0,0,0,1,47,1,1,0,0,0,0,0,55.3,3840.8,0
3,0,2,1,0,0,38,1,0,0,0,0,0,1,94.75,5391.66,0
4,0,0,0,0,0,20,1,1,0,0,0,0,0,44.35,1010.15,0
4,0,2,0,7,0,70,0,0,0,0,1,0,0,25.15,2572.95,0
2,0,0,0,1,0,2,1,0,0,1,1,1,1,90.0,283.89,1
3,0,0,0,8,1,16,1,1,0,0,1,0,0,90.8,2221.56,1
4,0,1,0,0,0,23,0,0,0,0,0,0,0,20.15,1012.11,0
4,0,2,0,1,1,61,1,1,0,0,1,1,1,81.0,6986.709999999999,1
4,0,1,0,0,0,61,0,0,0,0,0,0,0,19.45,2916.8599999999997,0
5,0,2,0,5,1,69,0,0,0,0,1,0,0,20.2,4344.46,0
5,0,0,0,0,0,13,0,1,0,0,0,0,0,20.4,861.61,0
4,0,0,0,0,0,1,1,1,10,0,0,0,0,44.75,73.32,0
1,0,0,1,0,0,33,1,1,70,0,0,1,1,110.45,4294.37,1
3,1,1,0,0,0,51,1,0,0,0,0,1,1,60.15,3077.0,1
3,0,0,1,0,0,15,1,0,0,0,0,0,0,75.65,1842.3500000000001,0
5,0,0,0,0,0,2,0,0,0,1,0,0,0,20.35,40.02,0
3,0,0,0,0,0,10,1,1,0,0,0,1,1,95.25,1285.85,1
3,0,0,0,0,0,10,1,1,90,1,0,0,0,59.65,743.75,0
4,0,0,0,0,0,44,1,1,0,1,0,1,1,90.4,6039.48,1
3,1,2,1,5,0,16,1,1,0,0,1,0,0,54.55,1393.58,0
3,1,2,0,2,0,68,1,1,0,0,1,1,1,110.8,10729.2,1
5,0,0,0,0,0,6,1,0,0,1,0,0,0,60.9,688.12,1
4,1,2,0,9,0,72,1,1,0,1,1,1,1,109.95,10788.56,0
3,0,0,1,0,0,1,1,1,0,0,0,0,0,79.1,121.39999999999999,0
4,0,0,0,4,1,13,1,1,0,0,1,0,0,72.8,1109.06,1
3,1,1,0,2,0,41,1,1,0,0,1,1,1,104.45,4565.900000000001,1
5,0,0,0,7,0,1,0,1,0,0,1,0,0,20.3,26.94,0
1,1,0,1,0,0,38,1,1,0,1,0,0,0,57.15,3242.4500000000003,0
1,0,0,0,0,0,11,0,0,0,1,0,0,0,23.15,585.21,0
4,1,2,0,9,1,63,1,0,0,1,1,0,0,74.5,7331.26,1
3,0,1,0,0,0,45,0,1,0,0,0,0,0,20.4,2073.45,0
4,0,2,0,5,0,71,0,1,0,0,1,0,0,24.65,4789.42,0
5,0,0,0,1,1,14,0,0,0,1,1,0,0,25.55,816.25,0
4,0,2,0,1,1,11,0,0,0,1,1,0,0,25.0,466.14,0
3,1,2,1,6,0,18,1,1,0,1,1,0,1,59.1,1083.14,0
2,0,1,0,0,0,62,1,1,0,0,0,1,1,96.75,7529.08,1
4,0,2,0,1,1,47,0,0,0,0,1,0,0,19.3,1010.82,0
3,0,0,0,10,0,12,1,1,0,0,1,1,1,49.85,617.15,1
3,0,0,0,0,0,13,1,1,0,1,0,0,0,81.9,1473.24,0
3,0,1,0,1,0,58,1,1,150,0,1,1,1,94.3,6994.639999999999,1
1,0,0,1,0,0,2,1,1,0,0,0,0,0,70.2,135.05,0
3,1,2,0,5,0,72,1,1,0,1,1,1,1,65.2,4784.45,1
5,0,0,0,0,0,3,1,0,0,0,0,0,0,25.1,79.8,0
3,0,2,1,0,0,72,1,0,0,0,0,1,1,98.35,10141.32,0
3,0,2,0,1,1,68,0,0,0,0,1,0,0,19.95,3789.24,0
5,0,2,0,0,0,72,0,0,0,0,0,0,0,19.85,1681.06,0
2,1,1,0,1,0,70,1,0,10,1,1,1,1,115.65,9180.75,1
5,1,2,0,0,0,6,1,1,0,1,0,1,1,80.25,631.0999999999999,1
4,0,1,0,2,0,31,1,1,0,0,1,1,1,93.8,4077.19,1
5,0,2,0,0,0,69,1,0,0,0,0,1,1,104.0,7156.15,1
2,0,1,0,1,0,22,1,1,0,0,1,1,1,69.5,2219.51,0
2,0,0,0,0,0,3,1,0,0,0,0,0,0,69.65,338.24,0
5,0,1,0,0,0,17,0,0,0,2,0,0,0,20.15,428.10999999999996,0
3,1,1,1,2,0,63,1,0,0,0,1,0,0,36.1,2298.9,0
5,0,0,1,1,0,34,1,1,0,0,1,0,0,75.55,2495.78,0
2,0,0,0,0,0,1,0,0,0,1,0,0,0,20.5,40.35,0
4,0,1,0,0,0,48,1,0,0,0,0,0,0,75.15,5753.13,0
4,0,0,0,2,0,2,1,1,30,1,1,1,1,64.2,182.47,0
3,0,1,0,0,0,12,1,0,0,1,0,1,1,74.05,1335.0,0
2,0,0,0,0,1,1,1,1,10,0,0,0,0,25.3,35.3,0
4,1,2,0,4,1,72,1,1,0,1,1,1,1,107.7,10939.48,0
5,0,2,0,0,0,43,0,0,0,1,0,0,0,19.55,997.72,0
3,0,2,0,10,0,59,1,1,0,1,1,1,1,100.05,8734.1,0
1,0,0,0,3,0,13,1,0,0,0,1,1,1,55.95,982.0,0
4,0,2,0,1,1,58,0,0,0,1,1,0,0,25.15,3220.9,0
1,0,0,1,0,0,17,1,1,0,0,0,0,0,45.05,1466.4099999999999,0
3,0,0,0,0,1,26,1,1,0,1,0,0,0,29.8,776.22,1
2,0,0,0,3,0,36,1,1,0,0,1,0,0,97.35,4335.3,1
4,1,2,0,1,1,72,1,1,0,0,1,1,1,108.65,8767.470000000001,1
3,1,0,0,0,0,4,1,0,0,0,0,0,0,55.2,250.61,0
3,1,2,1,10,0,72,1,0,0,0,1,1,1,78.45,6821.29,1
3,1,0,1,7,0,69,1,1,0,1,1,0,0,84.9,6804.089999999999,0
3,0,0,0,0,0,1,1,1,0,0,0,0,0,44.1,48.510000000000005,0
3,0,0,0,0,0,1,1,1,0,0,0,0,0,35.75,35.75,0
4,1,1,0,0,0,42,1,1,0,1,0,1,1,67.7,4533.6900000000005,0
5,1,2,0,0,0,72,1,0,0,0,0,0,0,69.65,5171.77,1
3,0,0,0,7,1,27,1,1,0,0,1,0,0,75.75,2611.02,0
3,0,0,0,0,0,5,1,1,0,0,0,1,0,85.2,647.25,0
3,0,1,0,0,0,55,1,0,0,0,0,0,0,45.05,4310.6,0
3,0,2,0,3,1,55,1,1,0,1,1,0,0,69.05,5375.45,0
4,0,0,1,4,0,59,1,1,0,0,1,1,1,50.25,2997.45,0
3,0,0,0,0,0,9,1,1,0,0,0,1,1,95.9,1104.65,0
3,1,2,0,8,0,72,1,1,0,1,1,0,0,66.5,5204.470000000001,1
4,0,0,0,0,1,8,1,1,0,0,0,0,0,45.45,452.47,0
2,0,0,1,1,0,1,1,0,0,1,1,0,0,70.85,120.44999999999999,0
2,0,0,0,1,0,20,1,1,0,1,1,1,1,89.0,2181.45,0
1,0,0,0,0,0,1,1,1,0,0,0,1,1,81.95,126.89,0
5,0,2,0,0,0,72,0,1,0,0,0,0,0,21.15,3039.53,0
3,1,0,0,0,0,21,1,0,0,1,0,1,1,103.85,2548.69,1
2,1,0,0,0,0,22,1,1,0,0,0,1,1,100.75,2885.46,0
3,0,0,0,0,0,1,1,1,0,0,0,1,1,90.85,91.97999999999999,0
3,1,2,0,1,0,61,1,1,0,1,1,1,1,62.15,3778.85,1
3,0,0,0,2,1,60,1,1,0,0,1,1,1,49.75,3069.45,0
2,0,0,1,1,0,18,1,0,0,0,1,0,1,99.75,2291.11,0
5,0,2,0,10,1,34,1,1,0,0,1,0,0,40.55,1325.85,0
4,1,2,0,1,0,72,1,1,0,0,1,1,1,110.75,10612.98,1
4,0,1,0,0,0,54,1,1,70,0,0,0,0,94.75,7224.85,1
3,1,1,0,9,0,66,1,0,0,0,1,1,1,115.8,10830.97,1
1,0,0,0,0,0,3,0,0,0,2,0,0,0,19.85,160.57999999999998,0
4,0,0,0,5,1,3,0,0,0,1,1,0,0,19.3,85.09,0
2,0,0,0,0,0,22,1,1,40,1,0,1,1,94.65,3162.71,0
3,1,1,0,4,0,60,1,1,0,0,1,0,0,65.85,6542.5,1
3,1,0,0,0,0,3,1,1,0,0,0,0,0,74.55,263.95,0
3,0,0,0,0,1,6,0,0,0,1,0,0,0,26.35,413.73,0
4,0,2,0,6,1,8,0,0,0,0,1,0,0,19.5,296.95,0
5,0,0,0,0,0,8,1,1,0,1,0,1,1,54.75,682.29,0
3,1,2,0,10,1,68,1,0,40,1,1,1,1,88.0,9160.58,1
3,0,1,0,1,0,24,0,0,0,1,1,0,0,20.15,1245.49,0
3,0,0,0,7,1,7,0,0,0,1,1,0,0,20.65,194.01999999999998,0
2,0,0,0,1,0,7,1,1,0,0,1,0,0,81.1,657.71,0
4,0,2,0,4,1,68,1,1,0,0,1,1,1,72.95,7274.09,1
3,0,0,0,3,1,5,1,1,0,1,1,0,0,55.7,354.25,0
3,0,0,0,0,0,20,0,0,0,0,0,0,0,19.25,1335.85,0
3,0,1,0,0,0,39,0,0,0,0,0,0,0,19.35,2674.99,0
2,0,0,1,1,0,5,1,1,20,0,1,0,0,79.9,397.25,1
3,0,0,0,0,0,1,1,0,0,1,0,0,0,45.15,87.49000000000001,0
3,0,0,0,1,0,1,1,0,0,0,1,0,0,78.8,106.84,0
3,1,1,0,0,0,59,1,0,150,0,0,1,1,68.7,5891.83,0
1,0,0,0,4,0,31,1,1,0,0,1,1,1,104.2,3342.0699999999997,1
4,0,0,0,0,1,8,0,0,0,2,0,0,0,19.95,537.86,0
3,0,2,0,1,1,19,0,1,0,0,1,0,0,24.9,1067.72,0
3,1,0,0,1,1,35,1,1,150,0,1,1,1,106.9,4785.13,1
3,1,1,0,0,1,25,1,1,0,1,0,0,0,40.65,970.55,0
1,0,1,0,0,0,43,1,1,140,0,0,1,1,100.0,6044.46,0
5,0,2,0,0,0,16,0,0,0,2,0,0,0,19.75,927.07,0
1,0,0,0,0,0,24,1,1,0,0,0,1,1,96.0,2716.6899999999996,0
1,1,1,0,1,0,59,1,1,0,0,1,1,1,110.15,7787.9400000000005,1
3,0,0,0,4,1,20,0,0,0,0,1,0,0,20.0,1179.92,0
4,0,2,1,0,0,32,1,0,0,0,0,0,1,90.95,3882.6399999999994,0
4,1,1,0,10,0,26,1,0,80,0,1,0,0,47.85,1270.5,1
1,1,0,0,0,0,15,1,0,100,0,0,1,0,86.2,1670.65,0
2,0,0,1,1,0,37,1,1,0,0,1,0,0,85.7,4895.72,0
1,0,0,0,0,0,21,1,1,0,0,0,1,0,82.35,2120.81,0
3,0,0,0,6,1,19,0,0,0,1,1,0,0,20.6,504.25,0
3,0,0,0,0,1,35,1,0,130,2,0,0,0,50.15,3144.05,0
2,0,0,1,0,0,2,1,1,0,2,0,0,0,74.85,247.22,0
3,0,0,0,0,0,1,1,0,0,0,0,1,1,94.4,112.74000000000001,1
4,0,2,0,0,1,61,0,0,0,2,0,0,0,19.75,2040.42,0
1,0,0,0,1,1,15,0,1,0,0,1,0,0,20.0,755.1500000000001,0
3,0,0,0,0,0,3,1,1,0,0,0,0,0,45.35,250.94,0
4,1,2,0,3,1,14,1,1,20,0,1,1,1,61.4,985.91,0
1,0,2,0,0,0,57,1,1,0,0,0,1,1,95.25,6465.0,1
3,1,1,0,0,0,36,1,0,0,1,0,0,0,54.45,2827.7,0
3,0,0,0,0,0,20,1,0,0,1,0,0,0,50.0,1996.44,0
5,0,1,0,10,1,49,1,0,0,1,1,1,1,78.0,4268.63,1
3,1,1,0,2,1,48,1,1,0,0,1,1,1,99.7,6713.84,1
2,0,0,0,0,0,45,1,1,0,1,0,0,0,89.3,4607.62,0
3,1,2,1,0,0,31,1,1,0,1,0,0,0,73.55,3566.5299999999997,0
5,0,0,0,0,0,1,0,0,0,0,0,0,0,20.7,66.56,0
3,1,2,0,1,1,68,1,1,0,0,1,1,1,110.2,8723.46,1
2,0,1,0,0,0,17,1,1,0,2,0,0,0,55.85,1350.77,1
4,1,2,0,0,0,71,1,0,0,0,0,1,1,80.6,6579.37,1
4,1,1,1,10,0,59,1,1,0,1,1,0,0,82.95,5151.54,1
3,1,2,0,9,0,72,1,1,0,0,1,1,1,85.25,7276.860000000001,1
4,0,1,1,4,0,52,1,1,0,0,1,1,1,105.1,6892.2,1
1,0,0,1,7,0,20,1,1,0,0,1,1,1,94.55,2005.8500000000001,0
3,0,1,0,1,0,64,1,0,0,0,1,0,0,58.35,6334.37,1
4,0,0,0,8,1,1,0,0,0,0,1,0,0,19.75,50.129999999999995,0
4,0,2,0,0,0,25,1,0,0,0,0,1,1,99.3,2637.0,1
5,0,1,0,0,0,21,0,1,0,1,0,0,0,20.35,895.8299999999999,0
5,0,0,0,0,0,13,1,1,0,0,0,0,0,25.15,283.26,0
3,1,0,0,10,1,45,1,1,0,0,1,1,1,50.9,2333.85,0
1,1,0,0,0,1,3,1,1,0,2,0,0,0,55.1,232.77,0
4,0,2,0,9,0,69,0,0,0,0,1,0,0,19.75,1739.0300000000002,0
4,0,2,0,9,1,69,1,1,0,0,1,1,1,105.0,8849.56,1
3,1,2,0,10,1,72,1,1,0,0,1,1,1,110.3,10343.619999999999,1
4,0,0,0,0,0,9,0,0,0,1,0,0,0,20.25,209.55,0
4,0,1,0,9,0,43,1,1,0,1,1,0,0,56.35,2577.77,0
1,0,0,1,0,0,14,1,1,0,0,0,0,1,104.85,1950.8400000000001,1
1,0,0,1,1,0,3,1,1,0,0,1,0,1,94.6,376.48,0
3,0,0,1,0,0,1,1,0,0,0,0,0,0,69.1,85.28999999999999,0
5,0,0,0,0,0,29,1,1,0,1,0,1,1,98.8,4204.9,1
5,0,0,0,0,0,51,1,1,0,0,0,1,1,99.0,7196.98,1
3,1,2,0,1,0,72,1,1,0,0,1,0,0,98.2,8850.46,1
4,0,2,1,0,0,20,1,1,10,0,0,0,0,84.35,2265.4,0
5,0,1,0,5,0,53,0,0,0,1,1,0,0,19.05,3441.17,0
4,0,0,0,1,1,15,1,1,0,1,1,1,1,69.5,1198.0,1
4,0,2,0,0,1,71,0,0,0,1,0,0,0,24.35,2001.79,0
1,0,0,1,0,0,20,1,1,0,1,0,0,1,61.6,1716.55,0
1,0,0,0,0,0,3,1,1,10,0,0,0,0,49.15,301.42,1
4,0,2,1,7,0,25,1,1,0,0,1,0,0,69.3,2777.85,0
5,0,1,0,1,0,44,1,1,0,0,1,0,0,70.95,4528.37,1
3,0,0,0,0,0,19,1,1,0,0,0,0,0,45.0,1404.18,0
5,0,0,0,0,0,1,0,0,0,1,0,0,0,20.05,38.2,0
4,0,0,0,0,0,1,0,0,0,1,0,0,0,19.95,47.03,0
4,0,1,0,10,1,45,1,0,0,0,1,1,1,51.0,2264.5,1
5,0,1,0,0,0,65,1,1,80,0,0,0,0,95.5,8033.05,1
5,0,2,1,1,0,69,1,1,0,0,1,0,1,109.95,8904.54,1
3,1,2,1,2,1,72,1,1,0,0,1,0,1,90.15,7427.8099999999995,1
5,0,2,0,0,0,72,0,0,0,0,0,0,0,24.75,3886.48,0
5,0,0,0,0,0,12,1,0,0,0,0,1,1,74.75,1049.29,1
3,0,2,0,1,1,54,1,0,0,1,1,1,1,63.35,5357.96,1
4,1,2,0,1,0,58,1,1,0,0,1,1,1,84.3,6730.0599999999995,1
3,0,0,0,0,0,23,1,1,0,0,0,1,1,93.5,2758.3100000000004,0
3,0,0,0,0,0,24,1,1,0,0,0,0,0,85.95,2335.87,1
4,0,1,0,0,0,26,0,1,0,0,0,0,0,19.6,1430.8000000000002,0
5,0,0,0,1,0,16,1,1,0,0,1,0,0,75.4,1602.68,0
4,0,0,0,3,1,37,1,1,0,0,1,0,0,88.8,3380.51,0
3,0,0,0,0,0,1,0,0,0,2,0,0,0,19.8,29.46,0
4,1,1,0,0,0,63,1,0,0,1,0,0,0,104.5,7942.15,1
3,0,0,0,1,0,33,1,1,60,1,1,1,1,95.0,3409.37,1
2,0,0,1,1,0,17,1,0,0,0,1,0,1,81.5,1490.7,0
3,0,0,0,0,0,1,1,1,0,1,0,1,0,71.35,106.63,0
3,0,1,0,0,0,25,0,0,0,1,0,0,0,19.9,690.05,0
3,0,2,1,1,1,68,1,1,0,0,1,0,0,84.65,7064.68,1
3,1,2,0,3,1,72,1,1,80,0,1,1,1,83.3,7885.26,1
3,0,0,0,0,0,9,1,1,0,1,0,1,1,99.3,962.04,0
1,0,0,0,0,0,26,1,1,0,0,0,1,1,98.35,3559.7200000000003,1
4,1,2,0,0,0,21,1,0,140,1,0,0,0,71.05,2012.29,0
5,0,0,0,7,1,39,1,1,0,0,1,0,0,81.5,4693.82,1
3,0,1,0,0,0,38,0,0,0,1,0,0,0,20.1,1574.8400000000001,0
4,0,0,0,0,0,3,0,0,0,1,0,0,0,18.8,75.83,0
5,0,2,0,0,0,58,0,1,0,1,0,0,0,25.3,4303.59,0
3,1,0,0,0,0,6,1,1,0,0,0,1,1,59.15,457.36,0
4,0,2,0,1,1,13,0,0,0,2,1,0,0,19.55,814.29,0
4,0,0,0,0,0,5,0,0,0,0,0,0,0,20.65,306.15000000000003,0
4,1,0,0,1,0,61,1,0,0,0,1,0,0,99.4,6867.799999999999,1
5,0,1,0,3,1,41,1,1,0,0,1,1,1,109.1,5291.06,1
3,0,0,0,0,0,1,0,0,0,0,0,0,0,19.75,57.37,0
4,1,0,0,4,1,26,1,0,30,1,1,0,0,38.85,1055.15,0
3,0,1,0,0,0,23,0,1,0,1,0,0,0,19.65,717.53,0
2,0,0,0,0,0,4,1,0,10,0,0,0,0,77.85,480.4,0
3,1,1,0,0,0,44,1,1,0,0,0,1,1,106.05,6197.32,1
5,0,0,0,0,0,7,0,0,0,2,0,0,0,20.75,471.42999999999995,0
3,0,1,1,9,0,36,1,0,0,1,1,0,0,54.1,3689.5199999999995,1
3,0,0,0,0,0,24,1,1,110,0,0,1,1,94.1,3162.93,0
3,1,2,0,7,0,68,1,1,0,0,1,1,1,54.1,3794.5,1
3,0,2,0,4,0,24,0,0,0,1,1,0,0,19.75,1123.71,0
4,0,2,0,10,1,70,0,0,0,1,1,0,0,25.4,2435.15,0
5,0,0,0,0,1,25,0,0,0,1,0,0,0,20.8,515.14,0
4,0,0,0,0,0,9,0,1,0,0,0,0,0,19.5,601.31,0
1,1,0,0,0,0,22,1,1,0,0,0,0,0,54.45,1287.51,0
3,0,2,0,4,1,12,0,0,0,1,1,0,0,25.25,749.78,0
1,0,0,0,1,0,5,1,1,0,0,1,0,0,85.75,432.39,0
4,1,2,0,8,0,72,1,0,0,0,1,1,1,60.95,4549.05,1
1,0,0,0,0,0,1,1,1,0,0,0,0,0,24.25,24.25,0
3,1,2,0,0,0,71,1,0,0,1,0,1,1,111.3,11501.82,1
4,0,0,0,0,0,13,1,1,0,0,0,1,1,80.5,1571.6799999999998,0
5,0,1,0,0,0,32,1,1,0,0,0,1,1,64.85,2507.59,0
4,0,2,1,0,0,45,1,1,0,0,0,0,1,93.9,4904.5,0
4,1,2,0,0,0,52,1,1,0,0,0,1,1,58.75,3038.55,1
2,0,0,0,7,0,22,1,1,0,1,1,1,1,94.7,2746.5,1
4,1,0,0,10,1,41,1,1,0,0,1,0,0,94.3,3959.2,0
3,1,0,0,0,0,56,1,1,0,1,0,1,1,105.35,7921.889999999999,0
5,0,0,0,5,0,40,1,0,0,1,1,0,0,56.6,4310.7,0
4,1,2,0,2,1,62,1,0,0,1,1,1,1,108.15,6934.7699999999995,1
5,0,0,0,0,0,51,1,1,0,0,0,0,0,87.35,4550.01,1
3,1,1,0,0,0,67,1,0,0,1,0,0,0,60.5,6281.33,0
3,1,2,0,0,0,60,1,0,0,0,0,0,0,39.6,2386.04,1
2,0,0,0,0,0,2,0,0,0,2,0,0,0,20.65,88.12,0
1,0,0,1,1,0,13,1,1,0,0,1,1,1,95.25,1597.66,0
5,0,1,0,0,0,48,0,0,0,0,0,0,0,19.95,1533.46,0
4,0,2,0,9,1,45,0,1,0,0,1,0,0,20.0,1864.25,0
2,0,0,0,0,0,1,1,1,0,0,0,0,0,70.05,97.94,0
1,0,0,0,0,0,4,0,0,0,1,0,0,0,20.35,126.07,0
2,0,0,0,1,0,59,1,1,0,0,1,1,1,41.05,2452.7,0
4,0,2,0,8,1,70,0,0,0,0,1,0,0,24.7,3809.0,0
4,0,1,0,0,0,67,0,1,0,1,0,0,0,19.45,1802.3000000000002,0
4,0,2,0,0,0,46,1,0,0,0,0,1,1,108.65,6628.2,1
4,1,0,0,4,0,57,1,1,0,0,1,0,0,103.05,7737.78,1
3,0,0,0,0,0,32,0,0,0,0,0,0,0,19.9,1098.51,0
4,0,1,0,1,0,38,0,1,0,1,1,0,0,20.25,1215.27,0
4,1,0,0,0,0,18,1,1,0,0,0,0,0,75.4,1650.5800000000002,0
4,1,0,0,0,1,19,1,1,0,1,0,0,0,75.9,1527.98,0
1,1,0,0,0,0,13,1,1,0,0,0,1,1,100.35,1412.9,0
3,0,0,0,0,0,20,0,0,0,1,0,0,0,19.4,1035.8,0
5,0,2,0,3,0,72,0,0,0,0,1,0,0,24.65,3588.29,0
3,1,0,0,0,0,20,1,0,130,0,0,0,0,59.2,1984.0,0
3,1,2,0,0,0,72,1,1,0,0,0,1,1,91.35,9880.32,1
4,0,2,0,1,0,46,1,1,0,1,1,0,0,64.2,4712.42,0
4,0,2,0,0,0,62,0,1,0,1,0,0,0,20.05,3289.81,0
4,0,0,0,0,0,1,1,1,0,2,0,0,0,45.55,61.89,0
3,0,0,0,0,0,34,0,0,0,1,0,0,0,19.7,1917.2800000000002,0
3,0,0,0,0,0,25,1,1,80,0,0,1,1,95.15,3220.95,0
4,1,2,0,2,0,68,1,0,0,1,1,0,0,70.9,6725.860000000001,1
3,0,2,0,5,1,35,0,1,0,1,1,0,0,19.85,1053.46,0
3,0,0,0,0,0,1,1,1,0,0,0,1,1,90.75,113.81,0
3,1,2,1,1,0,72,1,1,30,1,1,0,1,64.95,4576.0,1
2,0,0,0,0,0,6,1,1,0,0,0,0,0,50.8,419.51,0
4,1,2,0,1,0,68,1,0,0,1,1,1,1,118.6,8039.200000000001,1
5,0,0,0,0,0,8,1,1,0,0,0,0,0,65.45,853.4100000000001,0
1,1,0,0,1,0,17,1,0,0,1,1,0,0,90.2,1659.17,1
5,0,1,1,9,1,38,1,0,0,0,1,0,1,101.15,4817.25,0
4,0,1,0,6,0,67,1,1,0,1,1,1,1,109.7,8531.69,1
4,0,1,0,2,0,23,1,0,90,1,1,0,0,86.8,2413.29,1
3,1,0,0,9,1,55,1,0,0,0,1,0,0,55.7,5100.1900000000005,0
3,1,1,0,6,0,65,1,0,0,1,1,0,0,67.05,6876.4,1
5,0,0,0,0,0,49,1,1,0,0,0,1,1,84.5,5239.5,0
2,0,0,1,0,0,16,1,1,0,0,0,0,1,96.15,2149.2,0
3,1,2,0,4,1,68,1,0,0,1,1,0,0,62.65,6858.48,1
4,1,1,0,2,1,70,1,0,0,0,1,1,1,78.35,7958.95,1
4,0,0,0,4,0,30,1,0,100,0,1,0,0,49.9,1708.75,0
5,0,0,0,0,0,16,0,0,0,1,0,0,0,19.75,691.54,0
3,0,0,0,0,0,1,1,1,20,0,0,1,1,60.15,113.63,0
3,0,1,0,0,0,58,1,1,0,1,0,1,1,45.0,2689.35,0
3,0,0,0,0,0,1,1,0,0,0,0,0,0,54.35,79.74000000000001,1
3,0,0,0,0,0,11,1,1,0,0,0,0,0,76.5,1009.5500000000001,0
3,0,1,0,0,0,3,0,0,0,2,0,0,0,20.25,75.61,0
4,1,0,0,0,1,2,1,0,0,0,0,0,0,60.95,164.35999999999999,0
1,0,0,1,0,0,13,1,1,10,0,0,0,1,106.9,1799.1399999999999,1
4,0,1,1,0,0,18,0,0,0,0,0,0,0,20.35,1045.1399999999999,0
5,0,0,0,8,1,5,1,1,0,0,1,0,0,80.85,595.65,0
5,0,2,0,9,1,46,0,0,0,1,1,0,0,19.95,2063.92,0
4,1,1,0,0,0,54,1,1,0,1,0,1,1,100.05,7150.23,0
2,0,0,0,1,0,21,1,0,0,0,1,1,1,104.4,3053.6,1
3,0,0,0,0,0,41,1,1,0,0,0,0,0,74.25,3133.38,0
3,0,0,1,1,0,29,1,1,40,0,1,1,1,98.5,3754.22,1
4,0,0,0,0,0,1,1,0,0,0,0,0,0,74.35,98.75999999999999,0
3,0,0,1,0,0,31,1,1,0,0,0,0,1,99.95,4406.81,0
3,0,0,0,0,0,12,1,0,0,0,0,1,1,78.1,1457.8999999999999,0
5,0,2,0,0,0,46,0,1,0,0,0,0,0,21.1,2444.98,0
4,0,1,1,0,0,27,1,1,0,0,0,0,1,104.65,3892.5299999999997,0
3,1,2,0,0,0,70,1,0,0,0,0,1,1,48.4,3442.8,1
3,0,0,0,0,0,2,0,0,0,1,0,0,0,19.3,144.22,0
